"country","countryCode","date","filterByRating","isVerified","position","product/listPrice","product/price/currency","product/price/value","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant"
"United States",,"2023-12-11","fiveStar","true","12",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","This laptop was a replacement for an older one that was obsolete. I wasn't looking for anything special but this laptop has far exceeded my expectations. At this price point I'm certain that you just can't go wrong. Going forward Acer computers for me.",,,,,,,,"","Perfect","https://www.amazon.com/gp/customer-reviews/RUFVCZNUYTOCE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 11, 2023","27708","3503","Style: R5 7520U / 14"""
"United States",,"2021-05-14","fiveStar","true","13",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","This laptop is a STEAL at the price offered. I nabbed the cheapest config for about $380 and spent $30 on a second 4gb memory stick. Just that is enough to make this value laptop better than most of the desktops in the office.I got this for work, and for D&D so I take it back and forth with me to and from work every day. It's not the slimmest or lightest laptop on the market, but it fits well in my bag and isn't a burden to carry about on the regular (though I'm a 90s kid, I grew up carrying a massive backpack loaded with 80lbs of massive textbooks and trapper keepers, this is nothing).I upgraded it to 8gb ram but I may actually upgrade again and swap the 4s out for 2 8s because it does struggle a little bit with my work load. I'm an estimator, so I need to have open several things at once including semi-graphic intensive programs for viewing/marking up very large architectural plans, google chrome in various tabs to search for the prices of things and access our office's project management site, and I'm constantly copying/moving/uploading/downloading large files. Outlook, calculator, note programs, etc.When opening programs I watch the CPU and Memory spike to 60-80%, but the CPU will eventually drop back down to lower % while the memory stays up in the 75-80% range. Sometimes when opening new programs the CPU spikes to 100% and that may be causing the slight lag I get, or when swapping between all these programs. Right now I have 7 programs open while I type this, and my CPU is at 8% and my Memory is at 74% so I think upgrading again, as well as eventually getting a larger drive will fix any such issues. But that is just me and my work load. 90% of the time it runs just fine.It's quiet, it does not get very hot, and rarely do I even hear the fans.It was extremely easy to unscrew and open the back and upgrade the ram. While in there I saw where to upgrade the drive so that will be easy too. So getting this for such a low price, making those two relatively inexpensive customizations, and you've got a better machine than most selling for twice as much.I love the keyboard. I am not one of those people who are obsessed with the clickety of a mechanical keyboard. I actually prefer this chicklet style and I like a bit more squish to my keys. I don't like to make a lot of noise when I type.A few other things I love - the keys are backlit when typing but shut off after a bit of inactivity. That's nice, especially if running it on battery. The screen is really nice and the colors are great as other reviews have said. I have a mouse plugged in so I don't often use the track pad but it works well and I like the size and placement of it.Now on to a couple of cons.First - the sleep key on the keyboard. It's probably a me issue and not really the laptops fault, but I am constantly accidently hitting this thing when I go to hit the 1 button instead. Constantly putting my laptop to sleep.Second - I love that it has a keypad, especially as I am crunching numbers all day. But I don't like the configuruation. I find it a little difficult to use and months in I still haven't quite gotten used to it. The numbers are fine but I often hit + when I mean to hit * or hit - when I need / and its just a minor frustration.All in all this is an amazing laptop, and can't be beat for this price. If you're on the fence, looking at other options at around this price range - stop looking and get this one. You won't regret it. I've suggested it to two coworkers and a friend and all 3 have gotten it and love it.",,,,,,,,"8 people found this helpful","Fantastic Laptop for the price - Easily Upgradeable.","https://www.amazon.com/gp/customer-reviews/R3HG21INYNVT51/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on May 14, 2021","27708","3503","Style: R3 3200U"
"United States",,"2023-12-07","fiveStar","true","14",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I purchased the Acer Aspire 5 based on the positive Amazon reviews in 2020.  I've had no issues with the laptop whatsoever.  Fast forward in 2023, the hinge broke with minimal use.  I would not recommend this product. ""For that reason, I'm out!""",,,,,,,,"","Good Laptop - Poor Hinge","https://www.amazon.com/gp/customer-reviews/R2ZONFJ4FU9SEJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 7, 2023","27708","3503","Style: R3 3200U"
"United States",,"2021-03-10","fiveStar","true","15",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I needed a laptop for simple, low-processor requirement tasks (i.e. I didn't need a gaming laptop), but by the same token, I know how the PC buying experience goes: you want as much processing power and speed as you can get, otherwise you'll just find yourself upgrading everything down the road.Admittedly, 4GB of ram wasn't ideal, but upon comparing this laptop with HP, Lenovo, Dell and others across every possible vendor (including Ebay), I am convinced the processing speed and features are an incredible deal for the money ($365 USD = Acer Aspire 5 w/ 4GB RAM and 128GB SSD hard drive). Other people suggested buying some additional RAM, and being spoiled w/ 32GB of it on my desktop, I definitely agreed, so I ordered an additional 4GB more (A-Tech 4GB RAM for Acer Aspire 5 Slim Laptop A515-43 | DDR4 2666MHz SODIMM PC4-21300 260-Pin CL19 1.2V Non-ECC Unbuffered Memory Upgrade Module) for $40 USD.I also believe more storage is essential. The Acer Aspire 5 comes with a slot for an additional SSD drive to supplement the 128GB drive, but here's where you have to carefully consider your options. You must look at sequential read and write speeds, where faster is always better. You also have to consider that you will likely have your operating system on the main (C:) drive.If I were to use the supplemental SSD slot, I would have to go with a SATA III type storage (looks like a very small, thin book). If I want much better speed for the price, I'll want to replace the 128GB ""C:"" drive with the same type (PCIe Gen3 8 Gb/s, looks more like a RAM stick). I went with the 1TB Crucial P5 (1TB 3D NAND NVMe Internal SSD, up to 3400MB/s - CT1000P5SSD8) for $120 USD. It's a pain to switch it out, because you have to make an 'image' (i.e. copy) of your C drive on some other storage device, then put that image onto the new SSD drive, but in the long run, it's worth it because you're coming out of the gate with much more storage and very likely (couldn't find specs on the Aspire hard drive) a much faster hard drive.So, $525 ( = $365 + $40 + $120) and you get:CPU 3.52 GHz8GB RAM1TB hard drive with up to 3400MB/s read speed and up to 3000MB/s write speed15 inch monitorunder 4lb SLIM laptopANDWindows 10.I call that an incredible deal.Now, I've read the comments about Windows 10 S. The myth is that you get locked into a system where you can only buy and install Microsoft software unless you want to shell out... man, what was it? Oh yeah, a trillion dollars. Well, turns out that's:FALSE!In fact, all you have to do is sign into your free Microsoft account, push a button and 'boom', you're off of Windows 10S and on Windows 10. No charge, no hassle, no anything. In fact, the laptop asks if you want to do this on setup, but either way, the instructions are easy to find with a Google search. Whoever wrote these other reviews apparently aren't familiar with Google searches. I can only wish them luck on their new journey to 'the internet' and beyond. I have no idea how they were able to buy this laptop or write a review.Regardless...It's true that you don't get Windows 10 Pro and have to shell out a few bucks for it ($99 at the time I'm posting, 10 March 2021), but most people don't need it unless they want to use MS OneDrive cloud storage (monthly subscription) or remote desktop. I use Google cloud (free) for some things and never log onto my laptop from another computer (i.e. remote desktop): I just take the laptop with me when I need it. Either way, Windows 10 comes free with this machine, you just have to switch it at the MS store, and that takes less than a minute.All that said, this laptop is just awesome. I love the weight, size, backlit keys and speed. Could not be happier.",,,,,,,,"10 people found this helpful","Perhaps you need a tin can","https://www.amazon.com/gp/customer-reviews/R1FLOKXBFB2SIS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on March 10, 2021","27708","3503","Style: R3 3200U"
"United States",,"2023-12-08","fiveStar","true","16",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I bought from Japan. It arrived without any problems.Overall, the quality is good.The strength of the chassis is good.Good components for the price.Too bad the memory is on-board and cannot be expanded.Sound quality is not good.",,,,,,,,"","Overall, the quality is good.","https://www.amazon.com/gp/customer-reviews/R3GC0RN3PUGYRO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 8, 2023","27708","3503","Style: R3 7320U"
"United States",,"2023-11-25","fiveStar","true","17",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Read the whole review...Pros:- It can handle games well with no stuttering on basic ""performance"" settings around 50-75fps average.- it's easy on the wallet- LPDDR5 Sk-Hynix brand memory- it has an nvme pcie slot which I upgraded the  hard drive to a Samsung 980 PRO 1TB that I had laying around.- decent build quality for the price rangeCons:- The 8GB of ram is not upgradeable and is embedded into the motherboard, booooo!- The nvme is only 128GB, in 2023?- Windows 11 S-Mode is horrible, which locks down Windows so you can only get apps from Microsoft approved outlets. Yes, you can opt out despite the scary messages. Heads up, even if you swap the nvme, Windows knows you have an S-Mode license and you have to go into settings to opt out. It's easy and you can look it up online.If you don't mind embedded DDR5 memory, if you don't mind playing smoothly on lower graphic settings but you want something good for the low price, this Acer steps up to the plate. It reminds me of an Intel Core 2 Duo Asus laptop I bought 16 years ago.","https://m.media-amazon.com/images/I/71d9JwEw0IL._SY88.jpg","https://m.media-amazon.com/images/I/81O1+mVZMlL._SY88.jpg","https://m.media-amazon.com/images/I/81nzl3GBHGL._SY88.jpg",,,,,"6 people found this helpful","It can play Fortnite and Roblox","https://www.amazon.com/gp/customer-reviews/REDV8ARCUE3AG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on November 25, 2023","27708","3503","Style: R3 7320U"
"United States",,"2023-12-10","fiveStar","true","18",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Had since 2020 wow amazing laptop. you need to  buy the 16 gb ram because if you dont its slow. its about 40$ definatly worth it",,,,,,,,"","best laptop purchase","https://www.amazon.com/gp/customer-reviews/R2QA5G8RAPBH0U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 10, 2023","27708","3503","Style: R3 3200U"
"United States",,"2023-12-10","fiveStar","true","19",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","It's a great computer for simple day to day computer work it is just the thing we need at a great price",,,,,,,,"","Works as it should","https://www.amazon.com/gp/customer-reviews/R2XOTS0C7LQT3I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 10, 2023","27708","3503","Style: R3 7320U"
"United States",,"2019-12-19","fiveStar","true","20",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=2&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","This is a Christmas gift for my child and I've been playing around with it for a couple of weeks to get everything the way I want (changing terrible Windows 10 default settings, installing parental control software, cleaning up start menu, removing bloatware, etc).  I consider myself an ""advanced basic"" user as I don't work in tech but I've built a couple of rigs and usually upgrade and replace components in my own PCs.  Anyhow, bought this with the intention of making the following changes (so my review is based on the laptop in this configuration): swap S-mode for regular Windows 10 (free and easy but irreversible), install an additional 4 gigs of RAM for a total of 8 installed, tweak settings as mentioned before.Almost everything about this machine is amazing, and for the price I don't believe a better deal can be had.  It puts my husband's budget laptop to shame.  The SSD is quiet and smooth, the monitor display is beautiful, it can stream and handle basic tasks without any lag at all, and the ports are totally sufficient.  The keys feel excellent (plus backlighting!), the brushed aluminum case top looks very stylish, and the speakers are totally sufficient for a laptop (if you want great sound quality use headphones).  The AMD Ryzen processors are very good and this will typically outperform the slightly higher priced model with the Intel i3.  Windows 10 is Windows 10, but it's better than S-mode.  The hard drive capacity is quite small and if this were for me as a primary computer I'd want more storage space, but if this is for a child or not your primary computer it might not even be noticed.I was, and still am, super impressed, but one glaring deficiency of this laptop is the motherboard control, specifically in how it lets you see/access/change UEFI firmware settings.  Thought it was an ASUS for some reason but I'm unsure of manufacturer as it's not specified in UEFI and there's just a Chinese name on the mobo (it's not listed in windows device specs either; I'll probably have to download Speccy or some such).  Apparently it's common for laptops to have a limited UEFI/BIOS compared to PCs, but the items you can change here are basically nil.  You can disable fast boot and see/do a few things like that, but forget memory or graphics settings.  If I'd known this, I'd probably still have bought it, but I'd have planned my RAM purchase more carefully and factored in the higher cost of upgrading the machine.Windows sets aside memory for some things like paging (virtual memory, but changing this had no effect on usable RAM), other OS tasks, and for sharing with the onboard graphics card, and that combined with some default mobo settings means your installed RAM will not always be your usable RAM, as is easily seen in system settings (assuming your RAM stick is working, compatible, and installed correctly).  For instance, on this laptop I now have 5.94 gigs usable out of 8 gigs installed.  UEFI correctly shows the 8192 mb installed but won't let me tweak memory remapping or virtually anything at all, and as I've tried everything outside BIOS setting tweaking to increase the usable RAM without success, I'm basically out of luck, having paid for a good 4 gig stick to get a 2 gig upgrade.  Anyhoo, if I'd known this in advance I'd have planned to get two 8 gig sticks and may still do so at some point in the future, but it's highly irritating that this mobo will not allow settings changes to fully utilize your hardware.  I'm not trying to overclock, ffs.Hopefully this helps anyone who's looking at this laptop with plans to upgrade the memory (and possibly the HD).  All in all, I would still highly recommend it for so many reasons, just know you may be spending a bit more on RAM than you'd planned.  If you don't want to upgrade, the 4 gigs installed is totally fine for light usage and all the basic tasks.  It's a beautiful little ""budget"" laptop.",,,,,,,,"","Awesome machine with terrible UEFI options","https://www.amazon.com/gp/customer-reviews/R21Y95XOEKO3AG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 19, 2019","27708","3503","Style: R3 3200U"
"United States",,"2023-10-04","fiveStar","true","91",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","This computer has been great for the price I paid",,,,,,,,"","Great value","https://www.amazon.com/gp/customer-reviews/R3SNO2FYNTVQI5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on October 4, 2023","27708","3503","Style: R3 7320U"
"United States",,"2023-09-29","fiveStar","true","92",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I got this laptop for college but I'm able to play too! Runs genshin and lol very smoothly. The bag also fits perfectly with the laptop.",,,,,,,,"One person found this helpful","Small but fast.","https://www.amazon.com/gp/customer-reviews/R2QWJLGWW4BYRV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on September 29, 2023","27708","3503","Style: R5 7520U / 14"""
"United States",,"2023-10-05","fiveStar","true","93",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Súper rápida , me ha encantado!!",,,,,,,,"One person found this helpful","Excelente!!!","https://www.amazon.com/gp/customer-reviews/R14H9S70F4EYK0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on October 5, 2023","27708","3503","Style: R3 7320U"
"United States",,"2021-03-22","fiveStar","true","94",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I bought this laptop knowing it came with Windows S-Mode but read you could just turn it off.  My first order had a defect that I think some others are also having relating to switching out of S-Mode.  You have to go into settings to change out of S-Mode but mine had some error saying I didn't have a valid product key.  Everything ran fine in S-Mode and it's preinstalled so it must be some kind of glitch or defect with some of these Aspire 5 models.  I assume the people who could not turn off S-Mode and paid money for a new version of Windows 10 had the same or a similar issue as me.  Even Acer support could not figure out the problem.  I contacted Amazon and they allowed me to get a replacement on the way without me even having to send my laptop back first, so long as Amazon had it within 30 days.  They sent me a return label and everything, it was beautiful.  So just have Amazon replace this if you have an issue with turning off S-Mode!I wanted to mention that the most to prevent people from wasting time trying to troubleshoot with support.  But this laptop is also great especially at the price.  I upgraded the RAM to two 4 GB DDR4 for 8 gigs total and installed a 256 gig solid state drive.  Acer made adding a new SSD really easy on the this model.  You won't be able to play graphic intense games on this except maybe at the lowest settings but even then you'll probably still be getting less than 60 fps.  But the full 1080 HD screen is really nice and I didn't see many laptop around this price or less with backlit keyboards so that's a nice plus.  The trackpad on this big and I've always liked when the trackpad itself is also the button to click.  Definitely recommend this laptop and with the addition of upgraded RAM and SSD, it's a great machine.",,,,,,,,"","Great laptop, be careful of a glitch with removing Windows S-Mode!  Have Amazon replace if needed!","https://www.amazon.com/gp/customer-reviews/R20KL1D0H9DVR8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on March 22, 2021","27708","3503","Style: R3 3200U"
"United States",,"2019-07-12","fiveStar","true","95",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","*UPDATE : The labtop completely died near end of warranty, would not charge or power up. Acer replaced motherboard, about 2 weeks turn around time.-The only down side is the 4 gb of ram. 128 nvme is AMAZING at this price, makes the labtop amazingly snappy. Reads are in 1.3-1.4 GB/s range.The display is great for the price, viewing angles are fantastic. Perfect for media consumption. Easily comparable with labtops 2-2.5 times the price. This is bar far my #1 reason for keeping the machine. speakers arent great though, have bluetooth headphones handy.I was able to put POP OS 19 on it without an issue, everything worked perfectly and its very snappy. Due to the nvme you are going to get amazing snappiness.Fully upgradable! There is a included screws to mount 2.5 drive in the box, you can switch wifi card , add another stick  of ram , or swap the M.2.Ram runs at 2400 based on platform, so dont bother with expensive stuff.  The included one is rated at 2666.Stays cool since its a small chip. Fan isnt loud at 100%.Battery life lasts about 3-3.5 hours underload with brightness at 40%.I was able to run dawn of war ii and a few other older games at medium 1080P at half decent frame rates on linux, older games forsure though.Keyboard is good  , much better than idealpad3XX and swift3. I've seen much worst on  much  more expensive devices.I actually really like the aluminium cover, makes the device look premium.This is great machine to consume videos and do light typing without being frustrated by cost or the performance, A+ Acer for putting every dollar where it makes the user experience pleasant .",,,,,,,,"675 people found this helpful","One of the best values out there. Full linux support as well, upgradeable. NVME STORAGE","https://www.amazon.com/gp/customer-reviews/R23WH6T3RVL1A6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on July 12, 2019","27708","3503","Style: R3 3200U"
"United States",,"2023-09-19","fiveStar","true","96",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","We bought this computer to help with running our timing system for our home track meets.  It is working great for us!",,,,,,,,"","Great for our Track Meets","https://www.amazon.com/gp/customer-reviews/R60FN53N9KGJP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on September 19, 2023","27708","3503","Style: R3 3200U"
"United States",,"2020-03-28","fiveStar","true","97",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Buy this computer if you need a really great, full HD screen and a capable computer to do surfing, microsoft office sort of tasks, watching netflix, etc. Becomes a snappy surfing and binge watching champion if you throw an extra 4gb of memory in it and another SDD for storing your files.Installing a memory (RAM) upgrade is easy. You turn the computer over, remove several small screws and then gently but firmly pry off the bottom plate. You will see one RAM module already installed. Snap the additional one into the open slot. If connected correctly, you are done. No changes needed in BIOS.Installing a 2.5 HDD or SSD is a more difficult process that I would not recommend to folks who have not done a computer build or PC repair before. At first glance it appears that you can just plug your SATA drive in and close up the computer. This is not the case! You need to unscrew the SATA controller board -- you will notice that it isn't connected to anything! You will see a tiny ribbon cable in the same spot. You need to pick up that cable and clip the end of the ribbon marked HDD into the connector on the SATA controller board by lifting the tiny beige clip on the SATA controller and hooking the prongs of the ribbon cable's end into the slot before snapping the beige clip into place. Plug in your drive to the SATA connector and place this whole assembly onto the plastic sheeting with the SATA controller lined up next to the open connector on the motherboard that is labelled HDD0 (very small label). Take the end of the ribbon cabled marked Motherboard and plug that into the HDD0 connector on the motherboard, using the clip as before. Then you will screw the drive into the two metal rails to keep it in place, and finally screw the SATA controller board into it's new spot. Make sure nothing is wiggling or loose, make sure the ribbon cable ends are snapped in and not floating around. Then close up the laptop case. WHEW. Then you need to boot into BIOS by tapping F2 while the computer is starting. Verify that you see your drive listed in HDD0. Proceed to boot into windows and use the windows Disk Management tool to format your new drive!",,,,,,,,"2 people found this helpful","Great value! Instructions for RAM and HDD SSD upgrade here","https://www.amazon.com/gp/customer-reviews/RI9N1HHBSQTEE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on March 28, 2020","27708","3503","Style: R3 3200U"
"United States",,"2020-08-23","fiveStar","true","98",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I bought this laptop for my wife, who uses it for her eBay business which includes lots of photo post-processing, plus all the other usual things people use computers for. It was to replace a 10-year-old dell that she was complaining about being slow and having a less-than-stellar display.The first thing I did when I unpacked the laptop was to turn it over, remove the bottom panel, add another 4GB of RAM and a 500GB SSD.  I ordered these from Amazon along with the laptop. I left Windows 10 alone on the 128 GB SSD that came in the laptop, which was fine for the once or twice a year she needs Windows to update her GPS and a few other things like that.  But she wasn’t about to use Windows in her everyday life.  I installed Linux Ubuntu 18.04, IMHO the most stable and all-around dependable OS available today.  I run it on several other computers, including my own that I use for creating Web sites, among lots of other business things.The laptop now default boots into Linux, but if she wants to use Windows, she just needs to click on it on the momentary boot screen that pops up when booting or restarting the laptop. Linux plays well the Acer setup and connected to wifi, our two wireless printers, Bluetooth and everything else it was supposed to do without a hitch.  It works fine with the Acer display adapter, too.She’s totally happy with it for performance, the dazzlingly clear and bright display and even the built-in speakers (although she usually uses earbuds). Web pages snap into view instantly now, something that wasn't happening with her old laptop.Anyway, for the price plus less than $100 for the 500GB SSD and the 4GM RAM upgrade, she has a laptop that cost about half what others with its capability and performance would have cost.And also, it’s thin and very light to pack around.  Can’t speak to battery life because it’s plugged in most of the time.  Not to worry, though, since the battery is replaceable if and when she ever gets to that point.We’re happy!",,,,,,,,"3 people found this helpful","Great value here!","https://www.amazon.com/gp/customer-reviews/RCWPVC6APOY2J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 23, 2020","27708","3503","Style: R3 3200U"
"United States",,"2023-10-10","fiveStar","true","99",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Works excellent. Perfect for our home office",,,,,,,,"","Good value","https://www.amazon.com/gp/customer-reviews/R2YC4M33B4F028/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on October 10, 2023","27708","3503","Style: R3 7320U"
"United States",,"2023-08-05","fiveStar","true","100",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I am happy with it.  I removed the hamstrung Microsoft-S protection and most of the MS Office stuff.  Then downloaded LibreOffice (free Office suite).  I also had to turn off a setting that was blocking an external piece of equipment from working via USB.  This really is a safe computer for someone who knows little about computers.  If you need more out of it, you can certainly adapt it.",,,,,,,,"3 people found this helpful","Happy","https://www.amazon.com/gp/customer-reviews/R2FFCXJTX0VY5E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 5, 2023","27708","3503","Style: R3 7320U"
"United States",,"2020-08-06","fourStar","true","91",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=10&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Bought this laptop for online school (and started using it for other things too). Was looking for a solid laptop at an affordable price and I got it. Things I've noticed since I got it a few weeks ago:- the speakers are horrible. If you want to stream movies and shows, then be prepared to be constantly using headphones. If there is AC or a fan on in your place, you won't be able to hear anything even at 100% volume. Even without a fan on, it's still as if the characters in the shows are whispering.- I was using Shutterfly to make a collage of photos and it took almost an hour to upload about 15 photos to their site. So, I just ordered the 16 GB RAM module to help. According to other reviews, this should take care of the problem.- I didn't think I could game on it, but I just started playing Star Wars: The Old Republic and it's actually doing just fine loading up and great during gameplay. We have a theory about this though... it's probably because the game is almost 10 years old. It's unclear if this laptop would have issues with newer games.- I do love the backlit keyboard.- Overall it's a good machine for it's price and I would recommend it. But yes, be prepared to buy some RAM if what you're doing needs it and grab a pair of headphones. ;)",,,,,,,,"","Good starter laptop with some needs","https://www.amazon.com/gp/customer-reviews/R3D6K5O07S8QAL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 6, 2020","5705","865","Style: R3 3200U"
